Date,Chlorophyll_a,Secchi_Depth,TSI
2018-02-11,14.299353986603888,1.2757208058106548,56.47059762081547
2018-12-23,14.613051388297398,1.1789066520642324,55.87628161806085
2019-01-12,16.00922030871899,1.202216470369953,57.31361806848718
2019-01-27,14.986555980914432,1.191939591722856,56.09002094458494
2019-02-01,14.537899467659518,1.2561794427894803,56.43415401000587
2019-02-06,14.60831225591354,1.2356273389610992,55.89873643894552
2019-02-11,19.193833840950955,1.3412032252379715,59.38392125194969
2019-02-26,20.45357432204099,1.2503506963531614,59.79448881208869
2019-03-03,19.401587350891976,1.3048923208832826,59.43462856918596
2019-03-08,26.65587062207894,1.2695647037034712,62.37731767490217
2019-03-18,25.293364906067765,1.3016373448753011,62.11780092541266
2019-03-23,27.11245813146847,1.2466982185416928,62.82997442734762
2019-05-02,29.22922696598792,1.2626762164540308,63.56045574699458
2019-07-06,31.981846390223104,1.2639946673075952,64.42538826431522
2019-08-20,27.832498443770973,1.2505442298003218,62.9368480038106
2019-10-04,18.245704659509663,1.305660606748264,58.013235016580346
2019-11-13,15.744655160984411,1.329888094135583,57.06781372806264
2019-12-13,18.144313441716807,1.248767062045614,58.71083073651704
2019-12-23,15.44448287498918,1.241191356165405,56.378672560328994
2019-12-28,14.734641347636526,1.2641203811829833,56.006355434958806
2020-01-02,17.405621544152105,1.174348602056173,58.25110939631535
2020-01-22,15.15865886289392,1.244490349395586,56.837915167656384
2020-01-27,15.58202857961514,1.23203846207739,55.69247504845643
2020-02-16,16.8342081891339,1.3872739998098051,57.335963319249295
2020-02-21,16.08169859148245,1.1920520045096623,57.52727566443107
2020-02-26,15.915941254801432,1.3612776696358504,56.84434879516067
2020-03-12,16.512750428479578,1.4570654251621784,57.48007319916998
2020-03-17,14.735928708794097,1.3499463675123382,56.65657946067751
2020-03-27,13.676890121335596,1.5365543452474688,54.91260847482302
2020-04-11,16.236913515076072,1.3286946461370013,57.12619175167682
2020-08-24,22.7937877274874,1.3391816255781053,61.05342906459082
2020-08-29,20.580641341494974,1.3153604112571733,59.62117061586043
2020-10-23,17.15044806520666,1.2393344116312288,58.01254786190563
2021-02-05,14.743619537668888,1.2443901110258213,56.52305120185331
2021-02-10,17.760745122994983,1.455926422468426,58.61847628418342
2021-02-15,21.31233943417363,1.3287567066023271,60.05007488692269
2021-02-20,18.688563363525404,1.5158438654587576,59.3163773375356
2021-02-25,23.364675602584796,1.343902968319691,61.17707444748082
2021-03-02,28.736440700793658,1.3918966118783924,63.106554276047696
2021-04-11,20.640728787828515,1.3428687866421989,59.98531647014732
2021-04-26,18.52905720866232,1.182275759626665,57.65290468124713
2021-05-11,21.193083911090856,1.4081020816532197,59.60728648416243
2021-05-31,22.61012685835933,1.3769151873550387,60.21326766660352
2021-06-30,17.884539578339893,1.5022521969633875,58.88862452434824
2021-08-09,17.835424619439312,1.2983371192061854,58.56739080385347
2021-09-18,16.067486178610835,1.3501727865855748,57.13671351446581
2021-11-07,17.602668400981457,1.1728424421310435,57.605595286341
2021-12-12,15.744609673973835,1.1640406225891495,56.596580864977874
2021-12-27,17.736580139944994,1.268414721085411,58.40801464639711
2022-01-06,17.424408209042376,1.2352111679326618,57.78196406780922
2022-01-21,17.26773540447355,1.2690738653121494,57.79096464105753
2022-03-12,15.160331287370978,1.3273200006947368,57.02471718768022
2022-03-27,15.105514784542402,1.3024376726691758,56.889480244702106
2022-04-01,15.857600567377617,1.298063027100009,57.37295456623794
2022-04-16,14.480760540317162,1.2905450053294294,56.57766219778564
2022-06-20,16.55289640250249,1.2657205400210652,57.68967837814086
2022-08-14,17.78331515851825,1.3162477575697975,58.62592083003169
2022-08-19,18.12708042305274,1.413644212374107,58.98407631427975
2023-01-16,14.430156392658178,1.2709541115714875,56.51353849196088
2023-02-10,16.437449006062298,1.5026063598072927,58.02765279242492
2023-03-12,16.720087122206547,1.3656233669313351,58.13308104627889
2023-04-01,17.872988283902245,1.3601435787156555,58.795551151546434
2023-04-06,17.719003530923615,1.3132318547566302,58.6770669643428
2023-04-11,19.14708023525396,1.316037068009433,59.474697324099
2023-05-16,21.2644479161816,1.330019180854303,60.48424452686022
2023-06-20,19.515088479241456,1.4230909016342297,59.69817166236991
2023-07-05,14.767801012829183,1.275549259577057,56.78514773436869
2023-08-09,18.786974348161337,1.3145697792736175,59.223165356385664
2023-08-24,17.891829086115134,1.2965259201387276,58.64842478671068
2023-10-13,16.900421081481046,1.3218238483082845,58.08558770830504
2024-02-25,18.469699339883224,1.4540591183027427,59.1875158394466
2024-03-11,18.26715470884787,1.2904435660259037,59.052294967647626
2024-04-05,19.244928110855003,1.2995175562009065,59.53703195834346
2024-04-15,20.01249945882402,1.288741536701127,59.93230732929792
2024-06-19,19.51173145282664,1.2813552975198976,59.52622830188552
2024-08-13,19.44872481863045,1.293543479943725,59.5940749085524
2024-11-01,15.979579979298212,1.3205966450662174,57.610260746494426
2025-02-14,15.256042716790745,1.3933078473664122,57.07476917290256
2025-03-31,17.411994781963333,1.3481042231086031,58.4614133663216
2025-06-24,18.90513326474876,1.3385636417192868,59.410554579611336
2025-06-29,14.844260894530578,1.3199046813453934,56.87478072030672
2025-07-04,17.056277028091607,1.281427265254297,58.20394907977903
2025-07-24,15.708642916847252,1.3160905570058987,57.46060313868947
2025-07-29,18.428057622042985,1.590083342931804,59.10394253318598
2025-08-08,19.107175866474712,1.3655436718420275,59.43351460617666
2025-08-23,19.32027039101969,1.335180503266505,59.468424364490765
2025-10-02,15.745927055692292,1.3842278852941967,57.50275610063158
2025-12-01,14.40000794701944,1.373268700553137,56.56594804478836
2025-12-06,16.577064610213743,1.386599495308544,58.08866216255274
